CustomerKey,Gender,Name,City,State,Zip Code,Country,Continent,Birthday,Age
2033962,Female,Ksenia Pawlak,Oak Brook,Illinois,60523,United States,North America,1950-02-11,74
2033974,Female,Zosia Pawlowska,Phoenix,Arizona,85003,United States,North America,1962-01-10,62
2034051,Male,Vaden Morneau,Fort Scott,Missouri,66701,United States,North America,1956-11-02,67
2034596,Male,Niklas Friedman,Peru,Indiana,46970,United States,North America,1975-07-04,49
2034681,Male,Wlodek Gorski,Reading,Pennsylvania,19601,United States,North America,1955-02-08,69
2034744,Male,Aksel Lothe,Odessa,Texas,79762,United States,North America,1951-09-21,72
2034775,Female,Jirina Polívková,Allen,Texas,75002,United States,North America,1954-08-01,70
2034808,Male,Francisco Burns,Bloomfield Township,Michigan,48302,United States,North America,1970-06-18,54
2034809,Female,Tihana Stanic,Oviedo,Florida,32765,United States,North America,1954-03-04,70
2034922,Female,Aubrey Audet,Dorchester,Texas,75459,United States,North America,1948-09-05,75
2034965,Male,Michael Finch,Winston Salem,North Carolina,27101,United States,North America,1943-06-07,81
2035543,Male,Diógenes Almaraz,San Francisco,California,94124,United States,North America,1943-12-04,80
2035577,Female,Martha Jeremiassen,Palmer,Texas,75152,United States,North America,1969-12-28,54
2035762,Male,Mario Jansson,Kannapolis,North Carolina,28081,United States,North America,1969-12-19,54
2035771,Female,Damiana Corona,Winchester,Virginia,22601,United States,North America,1944-10-30,79
2035862,Male,Richard Malloy,Russellville,Kentucky,42276,United States,North America,1984-03-26,40
2035885,Male,Ciríaco Mesa,Hattiesburg,Mississippi,39402,United States,North America,1975-01-04,49
2036099,Female,Iveta afárová,San Rafael,California,94903,United States,North America,1989-01-29,35
2036286,Male,Eugeniusz Maciejewski,Minneapolis,Minnesota,55406,United States,North America,1984-05-04,40
2036433,Female,Sara Petrussen,Overland Park,Missouri,64110,United States,North America,1955-08-31,68
2036766,Male,Braslav Delic,Mission,Texas,78572,United States,North America,1984-04-13,40
2036809,Female,Carrie Chandler,Cambridge,Massachusetts,2141,United States,North America,1988-12-12,35
2037147,Female,Alexis Zimin,Carthage,Indiana,46115,United States,North America,1969-03-11,55
2037245,Male,Stuart Hay,Oshkosh,Wisconsin,54901,United States,North America,1951-03-23,73
2037290,Male,Alejandrino Luevano,Lafayette,Indiana,47905,United States,North America,1999-09-15,24
2037292,Male,Alojz Maek,Saint Cloud,Minnesota,56303,United States,North America,1959-12-08,64
2037434,Male,Charles Adams,Colorado Springs,Colorado,80904,United States,North America,1984-09-03,39
2037884,Male,Mario imunovic,Medway,Ohio,45341,United States,North America,1951-10-15,72
2037906,Male,Henri Marcoux,Jacksonville,Florida,32202,United States,North America,1944-04-19,80
2037916,Female,Jenna Ross,Marquette,Michigan,49855,United States,North America,1942-05-19,82
2037919,Female,Franka Ivankovic,Boston,Massachusetts,2110,United States,North America,1999-10-29,24
2038257,Male,Inunnguaq Rasmussen,Elkhart,Indiana,46516,United States,North America,1966-10-22,57
2038328,Female,Sigrid Aasheim,Bohemia,New York,11716,United States,North America,1973-05-22,51
2038334,Female,Madison Cawthorne,Farber,Missouri,63345,United States,North America,1967-02-26,57
2038509,Female,Nikola Nemcová,Mclean,Virginia,22101,United States,North America,1939-11-19,84
2038522,Male,Robin Strand,Stlouis,Missouri,63101,United States,North America,2001-03-06,23
2038634,Female,Amela Åkesson,Fairburn,Georgia,30213,United States,North America,1954-10-14,69
2038741,Male,Johannes Fleischer,Washington,Maryland,20005,United States,North America,1936-11-28,87
2038771,Male,Douglas Causby,Port Huron,Michigan,48060,United States,North America,1952-12-16,71
2038841,Male,Michal Black,New Orleans,Louisiana,70115,United States,North America,1973-07-26,51
2039658,Female,Lillian Lewis,Miami,Florida,33179,United States,North America,1942-12-12,81
2039683,Male,Tor Andersen,Candia,New Hampshire,3034,United States,North America,1955-10-29,68
2039753,Female,Elise Stewart,South Bend,Indiana,46625,United States,North America,1976-03-07,48
2039789,Female,Eva Lynge,Columbus,Ohio,43215,United States,North America,1993-06-02,31
2039796,Male,Cupido Portillo,Pittsburgh,Pennsylvania,15219,United States,North America,1949-08-14,75
2039866,Female,Samira Berggren,North Las Vegas,Nevada,89032,United States,North America,1969-02-21,55
2040156,Male,Patrick Fabro,Wilkes Barre,Pennsylvania,18701,United States,North America,1987-11-28,36
2040327,Male,Alfredo Carmona,Philadelphia,Pennsylvania,19108,United States,North America,1940-07-25,84
2040328,Female,Bogdana Pavlovic,Cascade,Wisconsin,53011,United States,North America,1977-01-12,47
2040476,Male,Declan Nicolle,North Cut Bank,Montana,59427,United States,North America,1979-04-23,45
2040568,Male,Pavel Parízek,Wichita Falls,Texas,76301,United States,North America,1946-11-27,77
2040627,Male,Joseph Osman,Flagstaff,Arizona,86001,United States,North America,1942-03-27,82
2040812,Female,Bernardita Garrido,Pocono Lake,Pennsylvania,18347,United States,North America,1979-07-07,45
2040826,Female,Brigitte Grunewald,Los Angeles,California,90017,United States,North America,1994-02-04,30
2040933,Male,Thim Larsson,Minneapolis,Minnesota,55402,United States,North America,1942-01-14,82
2040948,Male,Petronio Alicea,Lincoln,Nebraska,68501,United States,North America,1968-04-05,56
2041197,Male,Clyde Coffman,Racine,Wisconsin,53403,United States,North America,1999-04-19,25
2041314,Female,Jessika Zimmerman,Stanley,Kentucky,42375,United States,North America,1966-07-27,58
2041442,Female,Hattie Earley,Stanley,Idaho,83278,United States,North America,1968-04-13,56
2041451,Male,Søren Broberg,Flagstaff,Arizona,86004,United States,North America,1962-02-02,62
2041643,Female,Roxanne Aucoin,Windsor,Connecticut,6095,United States,North America,1999-04-01,25
2041693,Female,Thyra Wallin,Union City,California,94587,United States,North America,1961-07-15,63
2042037,Female,Ela Skaug,Cincinnati,Ohio,45236,United States,North America,1976-07-22,48
2042097,Male,Tom Kohler,Arlington,Texas,76011,United States,North America,1986-12-19,37
2042201,Female,Abigail Embley,Chicago,Illinois,60601,United States,North America,1988-11-10,35
2042291,Male,Verne Terrazas,Alpharetta,Georgia,30201,United States,North America,1998-08-20,25
2042548,Female,Fanchon Charette,Eagan,Minnesota,55121,United States,North America,1955-02-07,69
2043122,Male,Ksawery Sokolowski,Hampton,South Carolina,29924,United States,North America,1978-05-16,46
2043244,Male,Gustaf Andersson,Baltimore,Maryland,21201,United States,North America,1970-05-28,54
2043401,Female,Paige Roderic,Summit,New Jersey,7901,United States,North America,1971-05-26,53
2043457,Female,Katerina Jírová,Fort Myers,Florida,33901,United States,North America,1973-10-02,50
2043619,Female,Ashleigh Putnam,Albuquerque,New Mexico,87112,United States,North America,1996-08-24,27
2043646,Male,Marco Hay,Tampa,Florida,33634,United States,North America,1987-06-22,37
2043708,Female,Konstancja Symanska,Houston,Texas,77026,United States,North America,1995-05-14,29
2043898,Female,Ljuba Pavic,Chester,Pennsylvania,19013,United States,North America,1968-03-27,56
2043928,Female,Poppy Rotton,Beaverton,Oregon,97005,United States,North America,1937-05-05,87
2043959,Female,Nivi Petersen,Stuart,Florida,34994,United States,North America,1991-03-22,33
2044188,Male,Drago Klobucar,Huntington,New York,11743,United States,North America,1949-12-30,74
2044213,Female,Ane Abelsen,Meridian,Idaho,83642,United States,North America,1942-10-25,81
2044217,Male,Sven Horvat,Alameda,California,94501,United States,North America,1982-05-13,42
2044281,Female,Marie Rybková,Tarrytown,New York,10591,United States,North America,1986-08-08,38
2044307,Female,Sabina Hedlund,Los Angeles,California,90017,United States,North America,1998-01-29,26
2044567,Female,Catriona Dickson,Warner Robins,Georgia,31093,United States,North America,1956-07-30,68
2044599,Female,Davorka Cerkez,Morganton,North Carolina,28655,United States,North America,1949-12-28,74
2044631,Female,Maren Kleist,Kissimmee,Florida,34746,United States,North America,1952-05-10,72
2044652,Male,Latimer Pouliotte,Helena,Montana,59601,United States,North America,1996-03-19,28
2044669,Male,Daniel Jørgensen,Greenville,North Carolina,27834,United States,North America,1953-02-16,71
2045041,Male,Timothy Zenon,Marion,Virginia,24354,United States,North America,1991-07-30,33
2045074,Female,Elna Nyström,Birmingham,Alabama,35222,United States,North America,1960-01-13,64
2045183,Male,Aldano Armenta,Fayetteville,North Carolina,28306,United States,North America,1941-02-10,83
2045289,Male,Rudi Sinclair,Southfield,Michigan,48034,United States,North America,1968-04-22,56
2045543,Male,Lie Gurule,Providence,Rhode Island,2908,United States,North America,1980-09-24,43
2045626,Female,Emilie Duncan,Youngstown,Ohio,44512,United States,North America,1945-09-14,78
2045827,Female,Evelyn Findlay,Hickory Hills,Illinois,60457,United States,North America,1989-08-20,34
2045928,Female,Blanka Brunclíková,Albuquerque,New Mexico,87106,United States,North America,1988-01-31,36
2045930,Female,Kandy Roberts,Seattle,Washington,98101,United States,North America,1939-12-30,84
2045981,Male,Ossian Bergqvist,Matthews,North Carolina,28105,United States,North America,1944-10-21,79
2046034,Female,Capucine Duclos,Wilmington,Delaware,19801,United States,North America,2002-01-02,22
2046265,Female,Ellen Pettersson,Anchorage,Alaska,99501,United States,North America,1946-01-05,78
2046511,Male,Fulk Batista,Mansfield,Ohio,44902,United States,North America,1951-12-13,72
2046677,Male,Daniel McQuaid,Troy,Michigan,48083,United States,North America,1966-05-17,58
2046690,Male,Jeronim Wojciechowski,Miami,Florida,33169,United States,North America,1972-07-05,52
2047278,Female,Anke Muench,Syracuse,New York,13202,United States,North America,1950-05-09,74
2047648,Female,Mette Jørgensen,Sacaton,Arizona,85247,United States,North America,1954-05-02,70
2047895,Male,Damir Jelic,Tampa,Florida,33619,United States,North America,1987-06-25,37
2047942,Female,Klaudia Eichelberger,Bay St Louis,Mississippi,39520,United States,North America,1956-09-24,67
2048264,Male,Petr Burán,Nashville,Tennessee,37214,United States,North America,1969-05-17,55
2048275,Male,Saa Jelic,Toledo,Ohio,43615,United States,North America,1991-08-15,33
2048840,Male,Marceli Nowak,De Berry,Texas,75639,United States,North America,1959-04-29,65
2049020,Male,Frank Fink,Chicago,Illinois,60634,United States,North America,1946-02-14,78
2049273,Male,Christian Eiffel,South Bend,Indiana,46601,United States,North America,1940-08-31,83
2049384,Male,Luka Bariic,Houston,Texas,77030,United States,North America,1975-03-31,49
2049386,Male,Jan Schwartz,Boston,Massachusetts,2109,United States,North America,1948-04-24,76
2050396,Female,Elvisa Madrid,Birmingham,Alabama,35203,United States,North America,1956-03-27,68
2050411,Male,Ivan Hlavác,Lawton,Oklahoma,73501,United States,North America,1945-07-17,79
2050436,Male,Karl Hansen,Portland,Pennsylvania,97205,United States,North America,1941-09-20,82
2050933,Female,Veronika Lovric,Joseph City,Arizona,86032,United States,North America,1959-04-10,65
2051116,Male,Leon Madar,Hatboro,Pennsylvania,19040,United States,North America,1989-03-24,35
2051117,Female,Hazel Smith,Washington,Washington DC,20024,United States,North America,1989-03-11,35
2051163,Male,Jan Kristiansen,Lemont,Illinois,60439,United States,North America,1949-04-29,75
2051398,Male,Luká Trejtnar,Fort Washington,Pennsylvania,19034,United States,North America,1979-04-15,45
2051562,Male,Armando Ware,Las Vegas,Nevada,89104,United States,North America,1949-09-18,74
2051642,Female,Mollie Johnston,San Antonio,Texas,78237,United States,North America,1970-04-26,54
2051753,Female,Thelma Andersson,Charlotte,North Carolina,28211,United States,North America,1940-08-11,84
2051822,Female,Petra Fierová,Monticello,Utah,84535,United States,North America,1976-10-12,47
2051826,Male,Trpimir Poljak,Seattle,Washington,98106,United States,North America,1940-12-09,83
2052082,Male,Jozef Vrba,Ocala,Florida,34471,United States,North America,1991-10-10,32
2052391,Female,Delmare Favreau,Nashville,Tennessee,37214,United States,North America,1940-09-07,83
2052419,Male,Erik Berggren,Hackensack,New Jersey,7601,United States,North America,1952-07-03,72
2052752,Female,Milly Jamieson,Angola,Indiana,46703,United States,North America,1984-01-06,40
2052994,Female,Rachel Sunderland,Wichita,Kansas,67202,United States,North America,1997-04-25,27
2053017,Male,Michael Zweig,Washington,Maryland,20200,United States,North America,2001-05-10,23
2053164,Female,Radomila Wieczorek,Grand Rapids,Michigan,49503,United States,North America,1999-02-01,25
2053393,Male,Konstanty Czarnecki,San Antonio,Texas,78201,United States,North America,1964-04-24,60
2053447,Female,Karin Bach,Salt Lake City,Utah,84104,United States,North America,1938-11-07,85
2053612,Male,Isak Brandt,Los Angeles,California,90017,United States,North America,2001-09-03,22
2053617,Female,Sanna Lundeby,Fort Myers,Florida,33905,United States,North America,1968-11-15,55
2053838,Male,Pampín Rico,Quincy,Massachusetts,2169,United States,North America,1938-09-05,85
2053862,Female,Evie Creal,Acton,Massachusetts,1720,United States,North America,1997-01-23,27
2054016,Female,Malvina Lundström,Santa Ana,California,92704,United States,North America,1975-07-23,49
2054052,Male,Gordon Månsson,Lyndhurst,New Jersey,7071,United States,North America,1990-05-21,34
2054088,Female,Samantha McIntosh,Tulsa,Oklahoma,74120,United States,North America,1970-12-12,53
2054315,Female,Nadia Munro,Allentown,Pennsylvania,18109,United States,North America,1946-09-18,77
2054326,Male,Elijah Ashby,Berkeley,California,94704,United States,North America,1996-08-09,28
2054443,Male,Austin Shedden,Memphis,Tennessee,38128,United States,North America,2001-02-23,23
2054697,Male,Luká ?Veselý,Riverside,California,92501,United States,North America,1943-08-27,80
2054845,Female,Melissa O'Neill,Fort Wayne,Indiana,46804,United States,North America,1954-04-07,70
2054855,Female,Ankica Ivanec,Birmingham,Alabama,35222,United States,North America,1937-10-11,86
2054914,Female,Julia Larsen,Wynnewood,Oklahoma,73098,United States,North America,1942-08-28,81
2054922,Male,Branko Antunovic,Boca Raton,Florida,33434,United States,North America,1945-02-26,79
2054948,Female,Nicole Roux,Seattle,Washington,98107,United States,North America,1942-05-02,82
2054967,Male,Erik Johansen,New York,New York,10025,United States,North America,1959-08-24,64
2055060,Female,Elise Eilertsen,Clarksville,Tennessee,37040,United States,North America,1950-04-21,74
2055087,Female,Leah Gaertner,Phoenix,Arizona,85034,United States,North America,2001-07-08,23
2055131,Female,Indiana Lahey,Camden,New Jersey,8102,United States,North America,1986-04-22,38
2055186,Male,Ryley Black,Adelphi,Maryland,20783,United States,North America,1942-08-02,82
2055414,Female,Milla Milligan,Columbia,Maryland,21045,United States,North America,1961-08-06,63
2055521,Female,Anna Fransson,Atlanta,Georgia,30308,United States,North America,1976-11-18,47
2055601,Male,Kenzie MacDonald,Columbus,Alabama,31901,United States,North America,2001-11-22,22
2055641,Male,Leon Thalberg,Watertown,New York,13601,United States,North America,1961-07-08,63
2055720,Male,Tobias Heilmann,Ellsworth,Kansas,67439,United States,North America,1997-06-29,27
2055764,Male,Noé Caraballo,Dana,Indiana,47847,United States,North America,1973-12-08,50
2055843,Female,Stephanie Pfeffer,Arlington,Tennessee,38002,United States,North America,1977-03-05,47
2056754,Female,Aprilia Berggren,Marquette,Michigan,49855,United States,North America,1979-01-20,45
2056831,Male,Gano Royer,Chesterton,Indiana,46304,United States,North America,1943-07-23,81
2056984,Male,Kevin Sundström,Reston,Maryland,22090,United States,North America,1954-03-24,70
2057009,Female,Naja Heilmann,Colorado Springs,Colorado,80904,United States,North America,2000-04-24,24
2057050,Female,Fabricia Escamilla,Reno,Nevada,89501,United States,North America,1992-08-12,32
2057184,Male,James Marsh,Albuquerque,New Mexico,87107,United States,North America,1959-12-19,64
2057186,Male,Ali Fitzgerald,Baltimore,Maryland,21201,United States,North America,1966-08-19,57
2057404,Male,Jakob Bergum,Houston,Texas,77032,United States,North America,1962-02-11,62
2057507,Female,Mimmi Sundberg,La Habra,California,90631,United States,North America,1940-09-04,83
2057574,Male,Jackson Kenny,Santa Fe Springs,California,90670,United States,North America,1982-02-13,42
2057608,Male,Arne Lyberth,Needham,Massachusetts,2192,United States,North America,1977-11-12,46
2057632,Male,Vojtech Máca,Houston,Texas,77063,United States,North America,1956-08-07,68
2057721,Male,William Tanner,Philadelphia,Pennsylvania,19103,United States,North America,1993-07-12,31
2057844,Male,Tanguy Lefèbvre,Atlanta,Georgia,30309,United States,North America,1960-09-23,63
2058170,Male,Filip Bosanac,Livonia,Michigan,48150,United States,North America,1991-09-14,32
2058358,Male,Talon Parrot,Detroit,Michigan,48219,United States,North America,1981-05-31,43
2058824,Male,Kim Lennert,Tulsa,Oklahoma,74145,United States,North America,2000-02-20,24
2058877,Male,Nikolaj Forsberg,Grand Rapids,Michigan,49503,United States,North America,1938-05-08,86
2059385,Male,Laurent Jaimes,China Lake,California,93555,United States,North America,1937-12-11,86
2059592,Female,Joyce Neil,Stockton,California,95204,United States,North America,1946-11-10,77
2059595,Male,Zdenek Synek,Jordan,New York,13080,United States,North America,1956-08-06,68
2059607,Female,Marina Olsson,Holladay,Utah,84117,United States,North America,1947-11-09,76
2059701,Male,Johnny Munro,Manchester,New Hampshire,3101,United States,North America,1962-04-20,62
2060125,Female,Melita Vukelic,Westerville,Ohio,43081,United States,North America,1982-02-12,42
2060127,Female,Allyriane Norbert,Mc Donald,Pennsylvania,15057,United States,North America,1987-01-01,37
2060328,Male,Florian Adler,Milwaukee,Wisconsin,53213,United States,North America,1956-05-01,68
2060436,Female,Ewa Piotrowska,Albany,New York,12204,United States,North America,1943-05-29,81
2060541,Female,Iva Babic,Bridgeville,Pennsylvania,15017,United States,North America,1952-03-12,72
2060555,Female,Chanel Göransson,Lexington,Massachusetts,2421,United States,North America,1969-05-31,55
2060646,Male,Vid Jozic,South Bend,Indiana,46625,United States,North America,1944-02-25,80
2060666,Female,Marvel Roque,Birmingham,Michigan,48011,United States,North America,1943-05-25,81
2060807,Male,Millard Arcouet,Madison,Wisconsin,53703,United States,North America,2002-01-03,22
2061136,Female,Agnes Johansen,Northridge,California,91324,United States,North America,1988-09-09,35
2061166,Male,Inunnguaq Zeeb,Raleigh,North Carolina,27607,United States,North America,1982-12-13,41
2061408,Female,Charmaine Flamand,Corpus Christi,Texas,78401,United States,North America,1961-11-24,62
2061513,Male,Pavel Rychtera,Portland,Maine,4101,United States,North America,1987-08-18,36
2061563,Male,Gabriel Larsen,Whitestone,New York,11357,United States,North America,1983-02-18,41
2061782,Female,Victoria Jansson,La Verne,California,91750,United States,North America,1950-09-23,73
2061855,Female,Linnea Ødegård,Kilgore,Nebraska,69216,United States,North America,1987-12-16,36
2061922,Male,Meliton Griego,Fayetteville,North Carolina,28306,United States,North America,1971-12-17,52
2062180,Female,Anita Lundin,Sibley,Iowa,51249,United States,North America,1968-03-11,56
2062204,Male,Dobroslaw Wojciechowski,Hatton,Missouri,65231,United States,North America,1953-09-21,70
2062220,Male,Tobias Dahl,New York,New York,10004,United States,North America,1980-02-06,44
2062344,Male,James Coleman,Harwich,Massachusetts,2645,United States,North America,1951-11-03,72
2062395,Male,Castimir Ðuric,Branson,Missouri,65616,United States,North America,1984-06-03,40
2062564,Male,Roger Bonds,Jim Hogg,Texas,75783,United States,North America,1963-05-31,61
2062596,Male,Sebastian Lassen,Phoenix,Arizona,85012,United States,North America,1937-06-05,87
2062619,Male,Antoni Kalinowski,Jacksonville,Florida,32218,United States,North America,1960-07-01,64
2062680,Male,Mathias Filemonsen,Oakland,California,94607,United States,North America,1986-06-05,38
2062768,Female,Aurora Langhelle,Corning,New York,14830,United States,North America,1989-04-18,35
2063061,Male,Denis Katic,Bridgeport,Washington,98813,United States,North America,1976-03-27,48
2063107,Male,Lachlan Gormly,Philadelphia,Pennsylvania,19108,United States,North America,1961-10-20,62
2063156,Female,Marie Kappel,Beaumont,Texas,77701,United States,North America,1971-09-22,52
2063333,Female,Agape Altamirano,Champaign,Illinois,61820,United States,North America,1999-08-02,25
2063343,Female,Zeinab Söderström,Center,Texas,75935,United States,North America,1978-10-31,45
2063464,Male,Melwin Karlsson,Brattleboro,Vermont,5301,United States,North America,1986-06-18,38
2063483,Male,Walenty Kozlowski,Show Low,Arizona,85901,United States,North America,2000-05-31,24
2063575,Female,Iselin Mikkelsen,Fresno,California,93721,United States,North America,1943-03-14,81
2063584,Female,Kaitlyn Dorron,Artesia,California,90701,United States,North America,1975-10-31,48
2063821,Male,Stipe Pavicic,Carrollton,Texas,75006,United States,North America,1962-08-19,61
2063886,Female,Andrea Juriic,Camden,New Jersey,8102,United States,North America,1961-08-01,63
2064041,Male,Arkadiusz Wojciechowski,Fredericksburg,Virginia,22401,United States,North America,1970-10-20,53
2064083,Male,Václav Vlcek,Little Rock,Arkansas,72211,United States,North America,1987-09-26,36
2064097,Female,Victorine Émond,East Lansing,Michigan,48823,United States,North America,1992-07-17,32
2064256,Female,Barbara Adamska,Monsey,New York,10952,United States,North America,1963-05-25,61
2064325,Male,Vlastimil Hájek,Pittsburgh,Pennsylvania,15219,United States,North America,1961-08-16,62
2064437,Female,Jasmine Grano,Roger Mills,Texas,73628,United States,North America,2000-09-12,23
2064445,Male,Pribislav Novak,Appleton,Wisconsin,54913,United States,North America,1991-01-19,33
2064577,Male,Ali Antill,Cave Spring,Georgia,30124,United States,North America,1942-05-14,82
2064687,Male,Rory Hills,Lilburn,Georgia,30247,United States,North America,1993-11-20,30
2064706,Female,Mia Johannessen,Columbus,Ohio,43201,United States,North America,1946-12-17,77
2064857,Male,Dawid Rutkowski,Crofton,Kentucky,42217,United States,North America,1981-12-25,42
2064944,Male,Marko Eisenhower,Old Saybrook,Connecticut,6475,United States,North America,1990-08-21,33
2065092,Female,Birgit Luft,Pueblo,Colorado,81003,United States,North America,1960-04-14,64
2065304,Female,Aisha Ek,Memphis,Tennessee,38117,United States,North America,1995-11-07,28
2065362,Female,Tindra Bergström,Queens,New York,11418,United States,North America,1998-11-19,25
2065494,Female,Ingrid Fredriksen,Cedar Rapids,Iowa,52401,United States,North America,1969-08-13,55
2065513,Female,Faye Gibson,Jonesboro,Arkansas,72401,United States,North America,1965-02-07,59
2065524,Female,Veronika Stolar,New York,New York,10013,United States,North America,1982-05-14,42
2065817,Male,Oldrich Hlava,Baltimore,Maryland,21201,United States,North America,1977-10-08,46
2066018,Female,Candra Jordan,Burr Ridge,Illinois,61257,United States,North America,1999-08-06,25
2066255,Male,Dwayne Vanwyk,Bridgeview,Illinois,60455,United States,North America,1950-03-04,74
2067035,Female,Helene Pedersen,Salt Lake City,Utah,84116,United States,North America,2001-06-06,23
2067182,Male,Amund Løberg,Juda,Wisconsin,53550,United States,North America,1935-10-01,88
2067231,Male,Marko Kovacic,Akron,Ohio,44305,United States,North America,1988-01-02,36
2067348,Male,Sam O'Conor,Helena,Montana,59601,United States,North America,1981-05-20,43
2067371,Female,Tereza Ivanovic,Farmingdale,New York,11735,United States,North America,1952-12-13,71
2067958,Female,Katarzyna Dudek,Little Rock,Arkansas,72201,United States,North America,1951-09-13,72
2067999,Male,Boguslaw Kalinowski,Reedville,Virginia,22539,United States,North America,1965-08-28,58
2068640,Male,Lauritz Smith,Oklahoma City,Oklahoma,73102,United States,North America,1981-02-19,43
2068819,Female,Heidi Haagensen,Utica,New York,13502,United States,North America,1977-08-19,46
2068892,Female,Lucie Janková,Wagener,South Carolina,29164,United States,North America,1960-01-17,64
2068960,Male,Steffen Foerster,North Charleston,South Carolina,29420,United States,North America,1990-12-23,33
2069358,Female,Eilidh Burns,Kingman,Arizona,86401,United States,North America,1985-08-12,39
2069495,Male,Noam Merino,Franklin,Tennessee,37064,United States,North America,1958-07-06,66
2069858,Female,Lotte Solbakken,Kooskia,Idaho,83539,United States,North America,1973-07-19,51
2069956,Female,Martha Isaksen,White River Junction,Vermont,5001,United States,North America,1975-04-06,49
2069957,Male,Andreas Rasmussen,Ft Lauderdale,Florida,33311,United States,North America,1975-02-12,49
2070233,Male,Jo Ballestad,Piedmont,South Carolina,29673,United States,North America,1992-08-08,32
2070269,Male,Jerrold Tucker,Girard,Kansas,66743,United States,North America,1952-04-29,72
2070319,Male,Mathias Andersen,Twin Lakes,Wisconsin,53181,United States,North America,1935-11-03,88
2070430,Male,Christoffer Forsberg,Leeds,North Dakota,58346,United States,North America,1965-03-24,59
2070455,Male,Mark Hellström,Pottsville,Pennsylvania,17901,United States,North America,1961-09-10,62
2070483,Female,Stine Kristiansen,Seattle,Washington,98161,United States,North America,1996-06-03,28
2070495,Male,Jacob Mendez,North Miami,Florida,33161,United States,North America,1974-01-03,50
2070645,Female,Katarzyna Kaminska,San Diego,California,92110,United States,North America,1980-06-01,44
2070898,Female,Zorka Juric,Eagleville,Pennsylvania,19403,United States,North America,1982-07-29,42
2071030,Female,Uta Cole,Pontiac,Michigan,48342,United States,North America,1937-08-25,86
2071129,Female,Lucelia Muñiz,Saint Louis,Illinois,63101,United States,North America,1957-03-30,67
2071299,Male,Erik Sommer,Chicago,Illinois,60605,United States,North America,1992-03-18,32
2071351,Male,Ole Nielsen,Washington,Virginia,20008,United States,North America,1968-10-24,55
2071369,Male,Bazyli Adamczyk,Portsmouth,Maine,3801,United States,North America,1971-01-07,53
2071494,Female,Andrea packová,Nashville,Tennessee,37212,United States,North America,1993-05-22,31
2071607,Female,Antonella Pena,Charlotte,North Carolina,28202,United States,North America,1969-10-10,54
2071975,Female,Desiree McDonald,Plainfield,Illinois,60544,United States,North America,1964-09-08,59
2072003,Male,Cesarión Varela,San Francisco,California,94108,United States,North America,1993-04-14,31
2072158,Male,Neven Horvatincic,Harrisonburg,Virginia,22802,United States,North America,1962-12-09,61
2072376,Female,Claire Kaeppel,Rapid City,South Dakota,57702,United States,North America,2000-05-17,24
2072552,Female,Isabella Sjøgren,Redmond,Washington,98052,United States,North America,1968-08-03,56
2072569,Male,Nino Jelic,Maiden Rock,Wisconsin,54750,United States,North America,1957-06-07,67
2072900,Female,Melinda Patino,Los Angeles,California,90014,United States,North America,1935-08-20,88
2073064,Female,Nora Jensen,Collinsville,Illinois,62234,United States,North America,1970-11-13,53
2073192,Female,Fayette Guernon,Farmington Hills,Michigan,48335,United States,North America,1958-10-03,65
2073379,Male,Mark Harkins,Laurel,Maryland,20707,United States,North America,1956-01-20,68
2073381,Male,Justin Heinicke,Boise,Idaho,83704,United States,North America,1999-12-05,24
2073692,Female,Bogumila Madar,Troy,New York,12182,United States,North America,1945-01-06,79
2073697,Female,Christine Gundersen,Del Rio,Texas,78840,United States,North America,1981-10-24,42
2074070,Male,Filip Söderberg,San Jose,California,95118,United States,North America,1952-09-27,71
2074185,Female,Martina Schulze,Smith Point,Texas,77514,United States,North America,1935-04-26,89
2074361,Male,Per Sørensen,Phoenix,Arizona,85034,United States,North America,1981-08-25,42
2074628,Female,Belisarda Aubin,Bishop,California,93514,United States,North America,1989-07-26,35
2074698,Male,Jirí Urban,Bloomfield Township,Michigan,48302,United States,North America,1947-09-22,76
2074909,Female,Antígona Hurtado,Orlando,Florida,32810,United States,North America,1989-11-09,34
2074980,Female,Emily Mårtensson,Clintonville,Wisconsin,54929,United States,North America,1953-09-24,70
2074986,Male,Andreas Lyberth,Indianapolis,Indiana,46204,United States,North America,1963-02-23,61
2074996,Female,Tereza Mayerová,Odessa,Texas,79762,United States,North America,1977-04-02,47
2075181,Male,Paul Hernandez,Kennewick,Washington,99336,United States,North America,1988-08-18,35
2075236,Male,Adrian Söderberg,Morrisville,North Carolina,27560,United States,North America,1957-09-28,66
2075340,Male,Tom Moench,Denver,Colorado,80202,United States,North America,1942-06-13,82
2075493,Female,Gemma Breton,Rancho Dominguez,California,90220,United States,North America,1940-11-04,83
2075506,Female,Fabienne Salois,Ruby Valley,Nevada,89833,United States,North America,1985-09-14,38
2075723,Female,Heloise Labelle,Lincoln,Nebraska,68501,United States,North America,1973-02-28,51
2075777,Male,Lance Grandbois,Secaucus,New Jersey,7094,United States,North America,1964-05-04,60
2075959,Female,Jessika Trommler,Glen Burnie,Maryland,21061,United States,North America,1950-01-05,74
2076154,Female,Zahra Ek,Hartford,Connecticut,6103,United States,North America,1964-04-02,60
2076169,Male,Iven Lépicier,Salem,Ohio,44460,United States,North America,1966-02-24,58
2076337,Male,Noah Trouton,Wasilla,Alaska,99654,United States,North America,1953-08-19,70
